t,obs_1
1,2.50873972518949
2,3.9522921487251907
3,2.972961777983113
4,3.389855714227852
5,3.2508121430829147
6,3.7287163024955317
7,3.7126866673558734
8,4.12166561749993
9,3.86119669448637
10,4.690014779836157
11,4.652920186407785
12,4.878347938390972
13,4.710088391261093
14,5.307274257909847
15,4.93715949493208
16,4.2461243004826565
17,5.0144375742815495
18,4.841902791536909
19,5.484931634927528
20,4.807957900250468
21,5.253066957778701
22,5.8506382018679535
23,5.282389523862326
24,4.9976689413987065
25,5.746421307996616
26,5.311439610865518
27,5.7181700357394964
28,6.2923429700070415
29,5.75789733166665
30,5.539894631917771
31,5.800946314696202
32,5.286161517609438
33,6.1447405171970315
34,6.106425101015556
35,5.863947086547348
36,6.077998604588712
37,5.882680325709453
38,6.011495022655032
39,6.367100673519889
40,6.2705437675356865
41,5.697448283069405
42,5.439093339099585
43,5.887963760346881
44,5.737028495647746
45,5.566697010911219
46,5.586653109401409
47,5.759427057097138
48,5.714196058436509
49,5.013898685731313
50,5.279802342191616
51,5.346869703837231
52,5.06901223933976
53,5.393667084293396
54,5.302427895478658
55,6.129238290608552
56,5.287849667316214
57,5.163029669563418
58,5.038673634054418
59,5.046528456205716
60,5.008581399236636
61,4.944037238683434
62,4.74653316663518
63,4.265697521071332
64,5.589040022500352
65,4.627261169630134
66,4.646989371497548
67,3.701408632123208
68,3.9258566304161224
69,4.7911386233878925
70,4.122308312012252
71,3.699171748129742
72,4.288659829142159
73,3.9280514070839896
74,4.111770427219293
75,3.756088507287187
76,3.70169536155354
77,4.578648278225383
78,3.2047655356143756
79,3.0151422049992025
80,4.396896505304662
81,3.0929609456635907
82,3.6187466851288046
83,3.8370787757363023
84,3.096195719037102
85,3.2739279862640465
86,3.3427348320814376
87,3.51636614349119
88,3.6446533966603605
89,3.657699038676639
90,3.494520507439235
91,3.330963795746507
92,2.8937491499623924
93,3.023081900962623
94,2.5314771933773925
95,2.9610628186194785
96,3.2042246451158753
97,3.840473718523996
98,3.6104991240359015
99,2.886953198381513
100,3.537612160321079
101,3.208033029657329
102,3.157910507882914
103,3.908226307940413
104,3.5091008627954516
105,3.5476239963011724
106,3.826980527322202
107,3.518976470944611
108,2.8746720407163266
109,3.7440105890173423
110,3.0768001388021284
111,3.6648474767327546
112,4.020065303322651
113,4.466916723498718
114,4.276856879112824
115,4.331690746966651
116,4.592356676568164
117,3.99209929046709
118,4.409859832085954
119,4.138149800237221
120,4.1734307688653685
121,4.018403782099761
122,4.812679705368141
123,4.909693930650865
124,4.869518077467582
125,5.51354545241396
126,4.943858819110943
127,4.832732741898769
128,4.349600772643705
129,5.537767961688373
130,5.16835363419376
131,4.514633191172376
132,5.093187008703686
133,5.514574400396233
134,5.461142303939193
135,5.777256105665708
136,5.495037444396918
137,5.664880810423698
138,6.29183614666726
139,5.54533742250379
140,5.481739443613563
141,5.896390789362788
142,6.37742098093602
143,6.050642577124922
144,6.046761405947627
145,6.4457852481129025
146,6.597030913776333
147,6.519027738225572
148,7.525699290178205
149,7.342947751262723
150,7.2006213057373
151,7.078808614168801
152,6.651564456716952
153,7.106473179425462
154,7.526279860104226
155,7.184341303979168
156,7.547525847975455
157,7.671484850034363
158,7.343807704030606
159,7.05746562663872
160,7.476901490725431
161,7.016591370565383
162,7.512819790214947
163,7.510412770931843
164,7.345571261148172
165,8.218316348838215
166,7.516594857940041
167,7.0846232921322025
168,7.952693083386896
169,7.083773653166095
170,7.098978913010161
171,7.619370774411007
172,7.356871039649015
173,7.589076784370191
174,8.107471055138669
175,7.401345957631498
176,7.456281926489029
177,6.644902989911998
178,7.5455629399150865
179,7.114578705662182
180,7.264666573914728
181,6.93753509794182
182,6.548966370517184
183,6.836316130103393
184,7.072405038311296
185,6.772594703030875
186,6.527003667457936
187,7.3969730655062325
188,6.43242111720163
189,6.446730770176508
190,6.269646506434238
191,5.942923607699578
192,6.271125590469753
193,5.157991820426025
194,5.886783218416535
195,5.417238588300182
196,6.126193847917307
197,4.654374667036294
198,4.179097736879157
199,4.716489579799816
200,4.086575742087472
201,5.02619978466992
202,4.0420400285251965
203,4.694061666187198
204,3.8547143782803466
205,4.115419396365954
206,4.258118616697701
207,2.712829158500361
208,3.651147865928475
209,3.1588826538406733
210,3.0063049775411916
211,2.706691279821741
212,2.672012411423948
213,2.797513765170237
214,1.478884755330002
215,1.9774796372037924
216,1.9576387887379065
217,0.815644698734589
218,1.2616741569361147
219,1.3706110569780148
220,1.0564536391284471
221,0.5584141207838543
222,0.6426460376258023
223,-0.40450109604754647
224,0.34015643695105224
225,0.31097745234559604
226,0.15595477754708498
227,0.09988884344700544
228,-0.09712085727741038
229,-1.176716208429977
230,-0.8194162576548296
231,-0.8023189530376958
232,-1.5272807314789747
233,-2.0371643815274747
234,-1.3714681393111423
235,-1.8247354330603358
236,-2.125006654765649
237,-1.8737098030200938
238,-2.4360313494796646
239,-2.2047479178259493
240,-3.2748251258625287
241,-2.857266101889146
242,-3.15211063718816
243,-3.829723827962136
244,-3.31784787305167
245,-2.8846886492108603
246,-3.5890202386681906
247,-3.9244914037360505
248,-4.291650867853188
249,-3.7080070220147596
250,-4.755548225118502
251,-4.486808071720152
252,-4.921105238079607
253,-5.1035295445570545
254,-4.958116736355945
255,-5.409517835763406
256,-5.010386887347114
257,-5.130570995856731
258,-4.98436924295235
259,-5.174025954026416
260,-5.320252996550114
261,-5.743091767287603
262,-4.777963423486529
263,-5.596209833765668
264,-5.873174803020988
265,-6.351328227003025
266,-5.95702287165081
267,-6.07711852139212
268,-4.899509159163263
269,-6.0290905012810265
270,-5.220231035867099
271,-5.430491634852764
272,-5.718058023623198
273,-5.558689316182573
274,-5.8774958960441595
275,-5.826214564675958
276,-5.523530003137573
277,-5.639151784093403
278,-5.263350888333982
279,-5.1635792667231195
280,-6.390640459960268
281,-4.75912388657215
282,-5.887613523020189
283,-4.946665132771575
284,-5.174796455029112
285,-5.517471311458514
286,-5.4192413165730215
287,-3.8992834440751962
288,-5.430179310407394
289,-5.026543628675798
290,-4.171024627645843
291,-4.41199844579033
292,-3.940649132461357
293,-4.631695355980727
294,-5.270683037042545
295,-4.867812830067519
296,-3.172029979269674
297,-3.518287998395
298,-3.7906680702243536
299,-4.1647273585393645
300,-2.8837955606601433
301,-2.8010871969433104
302,-3.3801857065166914
303,-3.1213669501888255
304,-2.278492541411346
305,-2.4055962571292673
306,-2.826057834433547
307,-1.4478165436078476
308,-2.0329627703602338
309,-2.6850516311543684
310,-1.5978729604021402
311,-1.5778431885958943
312,-2.303711612454557
313,-1.2327962212857677
314,-2.286158809902638
315,-1.0814285713156602
316,-0.9142955066064548
317,-0.029678305348493028
318,-1.1802192239041487
319,-0.2903994829207082
320,-0.9132365168421048
321,0.5263321544704018
322,0.6979002659464798
323,0.4582567053314322
324,0.3232135406508985
325,-0.061001727074946444
326,0.1818679189538741
327,0.6757983104995611
328,1.6445242547949723
329,1.0448676920265396
330,1.406018494339247
331,1.265704632593819
332,2.2617164856120806
333,2.3079610914277406
334,1.3797335748526425
335,1.5225782358938735
336,2.1768417448553676
337,1.7055996615331714
338,2.282241459568463
339,1.8350460924257104
340,3.1364308488752624
341,2.921855150936519
342,1.8854652679719441
343,2.661539748138609
344,2.759676116502259
345,2.4754917940518126
346,3.709871719049171
347,2.9225346129098035
348,3.4046817407508936
349,3.763309077228843
350,3.144680936005021
351,3.5183997576056436
352,3.9218132817397726
353,3.7575992741526867
354,3.99792621579008
355,3.4928500587197093
356,3.345599092724535
357,3.3869079821333408
358,2.897256447839944
359,3.9025695212256353
360,3.5279292327529994
361,3.6763585973406148
362,3.9532793420821895
363,4.061502934532181
364,3.6095388412849174
365,3.4907019505116375
366,3.8042419022690552
367,3.6736220852406234
368,3.8555997294274067
369,4.300595477514934
370,3.424687845201246
371,3.7073278609987046
372,3.643947415385433
373,3.609923759615507
374,3.6893286594191967
375,3.491669537176793
376,4.18249997106607
377,4.082494682551316
378,4.429910164167518
379,3.77190836402582
380,4.518399205189542
381,3.6179545969358955
382,3.7520615978318586
383,3.4073939372362343
384,3.563322631123425
385,4.3480969591623495
386,3.2211327674859067
387,3.1409681667150298
388,4.323052927718377
389,3.458777075283816
390,3.7491763689607565
391,3.5945770833047894
392,3.3132543212698433
393,3.8892653011894143
394,3.346665852825655
395,2.8620397111672524
396,2.651189980369355
397,2.965569634951213
398,3.719480713649535
