t,obs_1
1,0.6557062840673509
2,-0.320967256725854
3,0.19880088080204833
4,-0.15025593720659391
5,0.017253902848576974
6,0.989321695678718
7,-0.02537910735315474
8,1.1169535972666673
9,0.5589574609140853
10,1.3316018522345692
11,1.580459608943697
12,0.7401850716888432
13,1.2152425444613182
14,1.6055384154554795
15,1.4990088119550633
16,0.6828395765477122
17,0.8728414241655947
18,1.7708593300321118
19,1.5879564401745667
20,0.750250226167587
21,1.2072767907613857
22,0.31685777899868306
23,1.4571554110638114
24,1.4678014584638879
25,0.8692431146311975
26,1.6559902272914397
27,1.8983931281694955
28,0.9056187249260143
29,0.6375558290585479
30,1.812996507993462
31,0.5549236878469783
32,1.7398235981205619
33,1.779473720381119
34,1.3741796498722831
35,1.3737336834846916
36,1.536511643946749
37,1.011087840064533
38,1.5625400113915808
39,2.050857990509713
40,1.4353980025511963
41,2.2053050227117974
42,1.9791053479290353
43,2.8110553137542427
44,2.412329537524189
45,2.1875335157585867
46,2.4603496323299865
47,3.1171853984480165
48,3.301785205442412
49,2.9639668146974296
50,3.3319321674508022
51,3.094985530505596
52,2.8423298772362835
53,3.198015235856124
54,3.3865346446665248
55,4.234023778212424
56,3.224633714502711
57,3.6045898476450113
58,3.794027526494021
59,4.766854585030485
60,4.876767249531969
61,4.978945430914572
62,4.973774150731436
63,5.0885440226571825
64,5.580272086373969
65,5.615819161910532
66,6.697577863077947
67,7.27857962034496
68,6.656690765455685
69,7.6219940345304265
70,7.457358112078107
71,8.146634166033238
72,8.13467253666912
73,8.306653482950216
74,8.437656166928315
75,8.593192561316256
76,10.510298077719348
77,9.765654578458122
78,10.600030216268548
79,11.957088360960451
80,11.63684311491182
81,11.558596515526286
82,11.995061753423812
83,11.98717075649082
84,13.856861757462795
85,13.837878673491087
86,14.747501312217025
87,15.480231147010423
88,14.737510584900903
89,16.252978964929927
90,16.627562604076132
91,17.421184790016554
92,17.334462943591156
93,18.379063754004434
94,17.59066214422178
95,19.971725348708674
96,20.215188379253956
97,19.88253311303596
98,21.197315973012927
99,21.800742425150755
100,22.31044835883391
101,22.97323969327561
102,22.717704635550962
103,23.6454141217494
104,24.029396635573153
105,24.421878819817803
106,25.45187721778902
107,25.469106478599024
108,25.45135983700943
109,25.780927343453918
110,26.28118136546437
111,27.251834557951675
112,27.600089054374507
113,27.931466395991478
114,27.670151248182027
115,27.80285037304626
116,28.763179591252754
117,29.20010221969181
118,29.761523346152764
119,30.203376224051027
120,30.76518704892143
121,30.460049332004218
122,31.569142226833854
123,31.041441872374634
124,32.70699788358724
125,31.98317406118318
126,32.66861492538016
127,31.731912244909417
128,33.14098271760297
129,33.98106743570389
130,34.06155803217054
131,34.872893113017135
132,34.497313437174526
133,34.121286757883766
134,34.49576382959125
135,34.836509783976084
136,35.55657545458822
137,36.14219562907022
138,35.5049782365846
139,35.228624503764735
140,35.408904229240036
141,36.327185012192174
142,35.94455315241553
143,36.41382729119577
144,36.08266198095695
145,35.87196363365661
146,36.14364634381257
147,36.346463408044414
148,36.3360042150766
149,36.9579400977487
150,36.15792485617543
151,37.25496763866307
152,37.05721904140407
153,37.19687256961107
154,36.83120693886829
155,35.82876673526192
156,36.8676797935099
157,37.07145616464003
158,37.11187640792071
159,37.12865825841233
160,36.242204957124265
161,37.12926329703117
162,36.27929696083856
163,37.3525427815465
164,37.127526858216385
165,36.98477200838834
166,37.05678587591386
167,36.86202878354769
168,36.99741351108074
169,36.71216546427389
170,37.47583157751816
171,37.19092168877348
172,37.044082161548744
173,37.11888873786592
174,36.022109749111394
175,37.184844976090424
176,37.18485901286933
177,37.40653674840487
178,37.22044166682902
179,37.21570897534232
180,36.89262239094723
181,36.40947335904534
182,36.85271023025
183,36.87641228638115
184,36.93163294071302
185,36.50170240141114
186,37.363507149345054
187,37.554882007594045
188,35.498234482772574
189,36.6806356814764
190,36.4642277624199
191,36.62031031300924
192,36.76690366842655
193,36.39030849232084
194,36.82506883082223
195,37.40886313320389
196,37.51196121677324
197,37.09202860433413
198,37.59434511892029
199,36.872881275848755
200,36.42403201476626
201,37.47421713924361
202,37.67033238058639
203,37.47359712698096
204,37.16435301552177
205,38.22172272674032
206,37.56028774689888
207,38.22960100591964
208,38.957842655681155
209,37.31817535996199
210,37.96369465425122
211,39.12453922217318
212,39.377103043924265
213,39.0369700082621
214,38.63779560278818
215,39.02034054165687
216,38.93947805908104
217,41.22170703418957
218,41.32829751494498
219,41.3788496575102
220,42.44748745544105
221,42.64822392900981
222,41.93667362813521
223,42.904121026324646
224,43.158997481806324
225,43.6792361627807
226,43.41646962195582
227,44.94198593483995
228,45.0509083576239
229,46.53701227410285
230,46.58958025791445
231,46.094723092340175
232,47.94421288101263
233,47.748199611271815
234,48.501616193723244
235,48.033318987308704
236,49.74589147602463
237,50.713377971852715
238,51.45163524394833
239,50.226284516906055
240,51.876103556631435
241,52.505474174652626
242,53.40766993165567
243,53.539805097877604
244,54.68357585653222
245,54.93328190584777
246,55.505285919488
247,55.63923051381291
248,56.4255037586589
249,57.97971175499156
250,57.58336176620563
251,59.301252157163034
252,59.5300916152519
253,60.829760927197256
254,60.66939289423808
255,62.22571650069329
256,63.465891249597696
257,63.18943325863647
258,65.80531506249363
259,65.91107277400526
260,66.8578350891799
261,66.81461626319532
262,67.87897943977427
263,68.6876191336741
264,69.84585256947028
265,70.77817899704944
266,71.05925980016121
267,72.2543796166615
268,73.01926425438329
269,73.69675962947557
270,74.8811838964522
271,75.54629779270726
272,76.59284022036803
273,78.5035732924287
274,78.46684280815725
275,80.26100096325156
276,79.86761261422258
277,80.61973211406942
278,81.57941543259396
279,82.8235848759128
280,84.96061335989782
281,84.79058497620986
282,86.2709329990731
283,87.62332755525033
284,88.19636824163521
285,89.44100738849872
286,91.2048967343109
287,92.11148141739513
288,93.26949578778877
289,94.19861123688712
290,95.39852991081236
291,96.04677034099478
292,96.64330587977149
293,99.26783248714473
294,101.09618217248631
295,101.95664050239358
296,103.05613415695528
297,104.60933969075897
298,105.7363348529016
299,107.23185444778136
300,109.61780412291758
301,110.46981220900645
302,113.17918646933315
303,114.57139039322406
304,117.39468603438084
305,118.07104504318806
306,120.19872980511005
307,122.00800560598066
308,123.8476675076702
309,125.56505945371241
310,128.0290633906565
311,130.10813335591058
312,131.91895984013803
313,134.5863857510109
314,136.14471253263704
315,138.1420761935779
316,141.1820477980897
317,142.75644089076403
318,145.4550595417773
319,147.41386551118728
320,150.35726876296349
321,152.85118370372865
322,155.4026513998001
323,157.60863171453687
324,160.34227608570836
325,163.87584469877672
326,165.72966840791355
327,168.41730766443968
328,172.3254023943747
329,174.23520048765667
330,177.62550609929005
331,180.98855384958023
332,182.59556415726033
333,186.9144755009721
334,190.09532124128006
335,193.78382099186916
336,196.58899693983503
337,200.65313579374615
338,203.02077896233172
339,206.64573868589787
340,210.54194527946495
341,214.31733160054537
342,217.61633934897282
343,222.48421910925504
344,226.08750594350695
345,229.9170405585057
346,232.78113504806632
347,238.21127193657819
348,241.29112417054506
349,245.89477330328415
350,250.33505551370428
351,255.18441630326433
352,258.7973468086627
353,262.8805266588373
354,267.5294797636888
355,272.81681992753937
356,277.05543567131707
357,282.1666025161071
358,287.21265037909626
359,291.2855970640226
360,297.37549927252405
361,302.286957038842
362,308.74418204020424
363,312.73404639623595
364,317.9993559678413
365,324.6527101791369
366,328.863394316029
367,335.08286361300395
