t,dim_1,dim_2,dim_3
1,0.10044079354970938,1.0099837836094008,0.20169764909112164
2,0.20240800084734523,1.03015773421451,0.14774821279150863
3,0.30617730448418606,1.0449383948979434,0.2903044822065245
4,0.4120442930518788,1.0740026355659096,0.6646268842062433
5,0.5227849141436779,1.140472900631135,0.9060613929475676
6,0.6412964478427267,1.231111048312107,1.4504320377856947
7,0.771642173755842,1.376195517850842,1.46878243269278
8,0.9166066829120028,1.5230767114476718,1.3995546531532597
9,1.0758826015737148,1.6630203413441669,1.582884011782004
10,1.2500903694885963,1.8213495211460624,1.614294103471415
11,1.4403231292312522,1.9828011788280209,1.4167384311692792
12,1.6457306964700598,2.1244304002335372,1.0324294172857074
13,1.863319278126277,2.2276289784817522,0.8871560199104342
14,2.0905010543401397,2.316350869473933,1.0136002964228568
15,2.327147752340856,2.417678274481589,0.9236149452513399
16,2.5735178514088966,2.509982725239838,0.6677823643420595
17,2.827832300897802,2.5767937907667857,0.6758388798011368
18,3.088909664645659,2.6443947178658282,0.8890961254822343
19,3.3577892670584726,2.7333147339984243,1.2851760425199343
20,3.6375377313099655,2.8618607679275843,1.3317955116143874
21,3.9304141440166704,2.9950654174542004,1.3209876649752381
22,4.236493310415106,3.1271704262469093,1.2036596382644513
23,4.555226819133435,3.247572656890118,1.219185872534034
24,4.886142130476862,3.3694741845267973,0.7982249372562937
25,5.227136051672614,3.4492742645659065,0.9513122373894904
26,5.576768796818427,3.5443772968535106,0.7790310530777276
27,5.93509621892592,3.6222619516848154,0.7344298035258786
28,6.301024084713875,3.6957453579555337,0.5029193432499287
29,6.673070698598461,3.746085789277783,-0.2345207424142225
30,7.046455990847882,3.72263934260865,-0.20129388503914825
31,7.417739352505218,3.7025389501611685,-0.27892734519539364
32,7.786557298201431,3.6745938963798115,-0.5009327932446899
33,8.15152261225465,3.6245241042921323,-0.17071097559348142
34,8.513083978759937,3.6074031383284235,0.08873121193063865
35,8.874299276748916,3.6162131448891226,0.10687612704179
36,9.236438487240758,3.6268867472182054,0.33089048237140595
37,9.600781402499248,3.6599915249712516,0.549085776256649
38,9.969500277749852,3.714886906347345,0.47396305438823877
39,10.343363069602848,3.7623004910144875,0.06905264389247912
40,10.71995743159792,3.7691910954747567,0.23320102941594095
41,11.09808330700949,3.7925340714716973,0.052036524938505996
