t,obs_1
1,0.7364098466800721
2,-0.5023210315865339
3,0.15526079469642848
4,1.0783568992480885
5,-0.48306823057362225
6,0.689752334362641
7,0.5758489909793799
8,0.20647658193696888
9,0.45683196284219063
10,0.298149435082099
11,0.8162315696552929
12,0.30131917871466785
13,1.0093305047550185
14,0.7287018265705922
15,0.168607195247171
16,0.7411113766281617
17,-0.17809607992789273
18,0.9177680937674694
19,0.4201437897310756
20,-0.4173258808700376
21,-0.6119729256263975
22,0.9966619344764114
23,-1.7736097397304706
24,-0.5951388383341534
25,-1.047642384962232
26,-1.4361485793389916
27,-0.7896451479556786
28,-2.3103963962850638
29,-2.7852844312955476
30,-1.2567933799803175
31,-3.1841179251119054
32,-2.720251125576511
33,-2.874592298106699
34,-2.8662742452152363
35,-3.6773698787134346
36,-4.095771765678823
37,-4.14039656384708
38,-4.3275404402639515
39,-5.348845278037365
40,-4.218269750291465
41,-5.41901010078746
42,-4.9335828048194825
43,-5.4447091601001105
44,-6.073363384004739
45,-6.383402531969122
46,-6.550651569802928
47,-6.815416166964003
48,-6.7955700020469525
49,-6.942247292682673
50,-7.072276791276989
51,-7.963945940942402
52,-9.107895419710454
53,-8.832684272222268
54,-8.772593912305275
55,-9.959635738585764
56,-10.536958819876679
57,-8.927434799198625
58,-9.46881415107629
59,-9.766957404388945
60,-10.652021082120541
61,-10.691541656322878
62,-10.890274139715736
63,-10.724791923080733
64,-11.31326596207445
65,-10.154533941983386
66,-11.681778605468617
67,-11.451323036035653
68,-12.1419891414666
69,-11.673042422039432
70,-12.233047334659402
71,-12.226739793552762
72,-12.367085840441918
73,-12.129619255381193
74,-12.409941133254371
75,-12.5721491906051
76,-13.2466266016142
77,-13.289288258124584
78,-12.501713042310955
79,-12.500472861285896
80,-11.983073915535163
81,-12.329008437006776
82,-12.288091371167324
83,-13.198343175685778
84,-12.607008045201905
85,-13.017460134537478
86,-12.515106459974529
87,-12.376377707152518
88,-12.95070846838376
89,-13.565594309949883
90,-11.872750644427162
91,-13.237940288417365
92,-12.382409631014642
93,-12.84189383026998
94,-12.617502119623088
95,-12.45348151515356
96,-11.846720805824917
97,-12.557667614105277
98,-11.448641790248306
99,-11.745512214510375
100,-12.080449393781649
101,-10.702004705030717
102,-12.393904988812164
103,-10.625520056688393
104,-11.03991621887746
105,-10.639524443447337
106,-9.460537164264808
107,-9.768662347712496
108,-9.33256162133472
109,-10.031718727923607
110,-8.871111698006223
111,-8.687149555032418
112,-8.628749050072063
113,-8.448594370946235
114,-8.012483138942118
115,-7.781955924243228
116,-7.8020326664814315
117,-7.505523147651205
118,-6.789115450093529
119,-7.4699569133627275
120,-6.818710476294699
121,-5.433413520238585
122,-5.679907660235889
123,-5.075978033737348
124,-5.552535572334359
125,-4.006521125433645
126,-3.936384046859555
127,-3.448381585380725
128,-3.3670528067705563
129,-2.4666978420022954
130,-3.3370275765306596
131,-1.666379447226929
132,-1.512096071701905
133,0.03741555186717682
134,-0.7330499779301758
135,-0.2968365830948119
136,-0.03293537082361472
137,0.6476904066353457
138,1.6490057495192192
139,1.556169302897509
140,1.4615252378715315
141,1.8528916012260892
142,1.396242093738652
143,2.6024568973848154
144,3.668950512112888
145,4.523949912288238
146,3.540876913225744
147,5.030168217117371
148,4.499951466788448
149,5.911407794806847
150,6.0173890266858825
151,5.5793848950913905
152,6.583118250137999
153,7.087838616959773
154,7.05894702745815
155,7.920076702102012
156,8.364454878771802
157,8.58757703832349
158,9.208785019805886
159,9.817554108676818
160,9.351838929677315
161,11.084834488974444
162,10.733592591171744
163,10.386789655462907
164,10.984564345489982
165,12.855324532059543
166,10.828343428988381
167,11.735344204876307
168,12.926661167297263
169,13.944275641038775
170,13.655613895603011
171,14.774517456786459
172,14.965299161822028
173,16.282496691504804
174,16.258112678015966
175,16.909146423999704
176,17.003757718581515
177,17.523024927007185
178,18.173498218274545
179,18.217856409372352
180,18.982673966817238
181,19.36956436590624
182,20.24695538950438
183,20.060896268146664
184,22.06603158679178
185,22.60745792816001
186,22.49929298416428
187,22.189507530765226
188,23.4691649170057
189,24.318262009990548
190,24.961772343524586
191,25.34755832546956
192,25.94044005328071
193,26.5309305924782
194,26.13627537987996
195,28.27688631295173
196,28.6297309656305
197,28.737562857110937
198,29.26620016262169
199,30.625425032614558
200,30.862116951129146
201,31.337747896656815
202,32.42454745605902
203,33.2864729104442
204,33.66126725412876
205,35.047327298294206
206,34.6582154441716
207,36.14251477750601
208,35.36184922740121
209,36.505425124833046
210,36.79167826359704
211,37.65027536438205
212,39.36998401917
213,39.43362561533922
214,40.343145391349154
215,41.56122169199353
216,41.363298701317305
217,41.71686424788102
218,42.92678254122481
219,43.72345452120731
220,44.299792628356144
221,45.26214877872331
222,47.060070635117626
223,47.553988862669044
224,47.330416324978046
225,47.03941509278244
226,48.91277821638428
227,50.35306508223985
228,50.14022031719807
229,52.00415161326741
230,51.58680897100415
231,53.17488062057474
232,54.3657019418057
233,54.64845195353918
234,55.04543369877768
235,56.22973707428378
236,57.03566811278071
237,56.686945391176
238,58.82422078626865
239,58.40116232137612
240,59.536265161875036
241,60.67277727577297
242,61.506244432806845
243,61.99839410509237
244,63.34990554367783
245,63.97786151812474
246,64.90658884268721
247,65.02913561490429
248,66.02494730410199
249,67.62035219110452
250,67.79284636843617
251,69.87181604629345
252,69.02347152798417
253,71.04965488324551
254,71.16955795678533
255,72.7707165441869
256,73.29356715001964
257,74.25710472054853
258,75.70806087793092
259,76.35276048295624
260,77.04677033739426
261,78.31122342335927
262,79.20257467810576
263,79.70799891634424
264,80.13383590330716
265,81.92611377390034
266,82.96115411831046
267,84.49820430615262
268,84.32908903810915
269,85.46675721489655
270,86.1154496355845
271,87.03584571786747
272,88.55107773633841
273,89.5012948418634
274,90.67547032772976
275,91.31776600755605
276,92.38996947660218
277,93.65314133212954
278,94.18247859647796
279,95.21908930771448
280,96.36367262668182
281,97.72264511005815
282,99.352404237545
283,100.72901897511557
284,100.76322445843032
285,101.56317683358981
286,102.51078548636335
287,102.6827771902484
288,104.8691078196591
289,105.84784471422283
290,106.79627056299827
291,108.34808332314942
292,109.02065868373838
293,109.82261435622235
294,111.27163490247786
295,112.04105114646791
296,114.14785815924758
297,113.95448704974746
298,116.02347064228893
299,116.61225292929699
300,117.0716478910805
301,119.57042315610059
302,120.22692059558584
303,120.90946193017463
304,121.26835975529039
305,123.02463109963998
306,123.81247187001595
307,124.07560232494647
308,125.70014785479577
309,126.16565970415766
310,126.96247242224932
311,126.97375665410107
312,129.17363144310445
313,129.65509868871703
314,129.98296394915693
315,130.86465421709102
316,132.29172387890594
317,131.5283095284321
318,133.88295772414503
319,133.3356030483166
320,134.3438475083212
321,135.22100265629828
322,134.92306820821872
323,135.53019443356087
324,136.1405089687442
325,136.85197505603062
326,137.3235235021002
327,136.62097325973627
328,138.39226281164858
329,139.3225892547055
330,138.7889580744458
331,139.4621657428813
332,139.62318568274543
333,140.2578466265426
334,141.1326631794009
335,140.16327276325887
336,141.34074020671804
337,140.4528081305147
338,141.4014803125218
339,141.02912849567318
340,142.31201103335914
341,141.60442617596468
342,142.28193522645344
343,141.8229358195959
344,142.59734736362066
345,141.8087881301992
346,141.6678298815831
347,142.25296175275793
