t,obs_1
1,-0.28977222004714664
2,-0.1387740974729231
3,-0.15756767328785276
4,1.16639018812919
5,0.34324091455777145
6,0.49705980780176795
7,0.4325087039326206
8,2.1761210457155746
9,0.42034501105255706
10,2.021363063213979
11,0.30586065841379384
12,2.6155296772790773
13,1.9465048429160883
14,2.047379889290094
15,2.5829810494213286
16,1.8317576848469328
17,2.315135975046239
18,1.3231330639705754
19,1.9346490535669987
20,1.9370615359559928
21,2.8525775531887474
22,2.7462459387236042
23,3.2949116818173456
24,3.5175814692341167
25,3.0933578646469106
26,3.4470318696649964
27,2.599628226304734
28,3.4321723035398124
29,4.095814711391371
30,3.8099303484790537
31,3.6812531157355197
32,4.725454503171753
33,5.223396085619414
34,5.510180260009128
35,4.4560762852339595
36,4.9003944024163255
37,4.268569827148832
38,5.229674078709886
39,4.854887513158515
40,4.987817993802713
41,5.955976698576511
42,5.686499790666957
43,5.564015708374618
44,5.670725848682047
45,5.253948431533869
46,5.673631081703596
47,4.792416927140336
48,3.3184279499441303
49,4.249275157702761
50,4.710960621206314
51,4.639011517808917
52,3.0004213739855405
53,3.4278816088422337
54,2.9503051523990593
55,3.494952791001193
56,3.3492200056505643
57,2.779677093136325
58,3.3416542158936564
59,1.9943226194105264
60,1.6461946953805486
61,1.0871170759088067
62,1.522994968114904
63,0.27053763528765745
64,0.3856177100882759
65,0.19545114585877557
66,-0.6143747639129088
67,-0.5034816953126315
68,-2.0410058729952993
69,-1.3467353151894699
70,-2.333550867982805
71,-2.107207143096108
72,-4.209446607062101
73,-3.3276043041265626
74,-4.098743816836373
75,-4.131880327943614
76,-5.195176272895801
77,-5.910483258390425
78,-6.097299251870913
79,-6.464265529883238
80,-6.784691349706348
81,-7.1308856556929845
82,-9.034577605711887
83,-9.919843531248876
84,-9.833139616845218
85,-10.552038588521592
86,-11.743843595796443
87,-11.946177211197215
88,-12.63127260391759
89,-14.233552584066105
90,-15.21917574580156
91,-16.41269361402531
92,-17.059117962466228
93,-18.354245821173528
94,-19.29885046603253
95,-20.953846982752072
96,-21.754895121721635
97,-23.150715148477794
98,-23.35187231989961
99,-24.8801738777259
100,-25.738864747201625
101,-27.62560902576305
102,-28.59376781490376
103,-31.53870974744903
104,-31.961275814701384
105,-32.812031051765985
106,-34.509288977346074
107,-37.17951390857547
108,-37.17870566319547
109,-39.90627482697604
110,-40.658561464832445
111,-42.93824199154571
112,-44.36946074499525
113,-46.130331464111215
114,-47.4775545625197
115,-48.72104241300073
116,-50.85887406084204
117,-53.275580925971845
118,-54.0610944836587
119,-56.58053019767341
120,-58.15428524015557
121,-60.233939411198214
122,-61.58688369658627
123,-64.8004438120558
124,-65.10341655765792
125,-67.48364718761113
126,-69.7162914294333
127,-72.71056347776893
128,-73.68762517120989
129,-75.81723955463002
130,-78.60155480506091
131,-78.87794301863713
132,-82.02949616273105
133,-83.95778090959644
134,-87.47224727152515
135,-89.047541502595
136,-91.15690568032
137,-93.01375980046798
138,-96.08977329820979
139,-97.83961586460309
140,-100.91835273856013
141,-103.45509491777679
142,-105.7590466048322
143,-109.1361979054769
144,-110.43170552153428
145,-113.3004228452981
146,-115.14274724991749
147,-119.39679691863333
148,-122.18635240556347
149,-125.56289576997668
150,-126.54934243342356
151,-130.82847009184863
152,-133.5500862371369
153,-136.48215269535012
154,-139.3072906396518
155,-142.6533628164295
156,-145.9575199340613
157,-149.39938814976767
158,-152.40114214597665
159,-155.10672581880524
160,-157.37700808483524
161,-161.28720299909318
162,-164.90628780803226
163,-168.45353585997793
164,-170.89867868359593
165,-174.83283210157484
166,-178.41853873029584
167,-181.7076633511177
168,-185.84658617439408
169,-189.51690477570367
170,-192.30852334734988
171,-196.00094573808866
172,-199.6880665574041
173,-204.0152772459437
174,-207.91601071321722
175,-212.33698748605087
176,-215.36544080573844
177,-220.02294742211743
178,-224.4708818256329
179,-227.31381046680394
180,-231.99271448462218
181,-236.0443115440244
182,-240.1125425708794
183,-244.26784506372093
184,-249.33579148374642
185,-253.02287774704584
186,-258.7777550968787
187,-262.2459746515412
188,-266.7918659924407
189,-271.212312411315
190,-276.0855900940965
191,-280.80180584359937
192,-286.67623004681434
193,-290.0028254292951
194,-296.09923308067795
195,-300.6951415919974
196,-305.7071405748233
197,-310.28660010051715
198,-314.717415878584
199,-321.1863534605816
200,-326.27481051734327
201,-332.4735980250218
202,-336.8412912427251
203,-342.69205172446374
204,-348.4892829299147
205,-354.04459614811316
206,-360.03161127111395
207,-365.11330901194736
208,-371.37082867333214
209,-376.4778950530139
210,-383.2712410239862
211,-389.2744284055123
212,-394.9557322587911
213,-401.1931577543317
214,-408.0033221232891
215,-415.13499186409
216,-420.0646286157618
217,-427.50591742154444
218,-434.55339181217744
219,-440.41850757568216
220,-448.485589961968
221,-454.70517568713944
222,-460.97255946301937
223,-468.59792691748305
224,-475.54718533338985
225,-483.0040405757379
226,-490.1358720302189
227,-497.309679500593
228,-504.69562515795604
229,-511.3006100004611
230,-520.4409776466572
231,-526.7813056107343
232,-535.1856564217667
233,-542.9377587613353
234,-550.5661109661478
235,-558.1095335789046
236,-565.4379799713388
237,-573.7094447618927
238,-581.6858868321615
239,-588.7449922480079
240,-597.6875320046984
241,-606.03850176768
242,-613.9247777944518
243,-623.2819865479585
244,-631.5785106555496
245,-639.7808900471668
246,-648.5132642713829
247,-657.5597847180444
248,-666.452506650065
249,-675.389417855881
250,-683.7804694416296
251,-692.0482691059328
252,-701.567248912286
253,-710.4273564566164
254,-719.1428993678829
255,-728.2056422777997
256,-738.1511186132796
257,-747.7337336698288
258,-758.4154161559235
259,-766.0899585843055
260,-776.4435728506437
261,-785.1225772724871
262,-795.7775923958202
263,-805.1415661080606
264,-814.9504701326672
265,-825.1472972025196
266,-835.6120543266042
267,-844.6205269873625
268,-855.9400402601017
269,-865.4567701503908
270,-876.3980657516208
271,-886.7235897348481
272,-896.3450678883764
273,-908.0764173170907
274,-918.0517418848624
275,-929.859377757632
276,-939.5816833648904
277,-951.182533004528
278,-963.1822241422751
279,-973.6530470967851
280,-983.7194082684927
281,-995.510087210361
282,-1006.0161556013409
283,-1018.0398870487525
284,-1029.49380698756
285,-1041.1063640940679
286,-1052.1325513889735
287,-1063.6832332243362
288,-1075.216553290142
289,-1088.176017782226
290,-1099.8447329347775
291,-1111.7843652820316
292,-1122.8989021785992
293,-1135.1706196878808
294,-1146.3598292729548
295,-1159.051157475289
296,-1171.3462725507222
297,-1182.5373097199695
298,-1195.4169048825365
299,-1207.3428008725832
300,-1220.9758072652392
301,-1233.6631405322219
302,-1245.2416474427466
303,-1258.2632518514004
304,-1270.222796899964
305,-1283.1861293491734
306,-1296.2850765412647
307,-1308.2710741790397
308,-1321.4231820769933
309,-1334.7722161708123
310,-1347.7945210335245
311,-1361.3530169934527
312,-1375.5657163001633
313,-1388.430180218808
314,-1401.7555587628551
315,-1414.6137868005453
316,-1427.5846857413123
317,-1442.41387660247
318,-1455.367321785839
319,-1468.754748150618
320,-1483.9000450650626
321,-1498.4723879214764
322,-1512.740066233379
323,-1526.4960379979173
324,-1541.4577534696132
325,-1555.9818329977818
326,-1570.0226848200173
327,-1584.3014135495293
328,-1599.3798638151986
329,-1614.8227255222814
330,-1628.3793258091357
331,-1643.8884900837277
332,-1659.5712106115052
333,-1673.3490769169327
334,-1689.6146495185355
335,-1705.0100953647543
336,-1720.4613330555912
337,-1735.602629777424
338,-1751.1911394917252
339,-1767.360272238365
340,-1782.296982084837
341,-1798.1679780748318
342,-1814.9893798627566
343,-1831.813148692028
344,-1847.6524559802142
345,-1863.8549557883534
346,-1880.2372799649402
347,-1897.1162578494807
348,-1913.3472990720866
349,-1929.4412249751942
350,-1947.251734523164
351,-1963.8095246310934
352,-1981.1495103928776
353,-1997.3859929119803
354,-2014.7026585883912
355,-2030.7981764348747
356,-2049.0378768156106
357,-2066.2018576433256
358,-2083.9671405336276
359,-2100.8671976007513
360,-2118.8715163104357
361,-2135.5409883786374
362,-2153.5820262531815
363,-2171.73500735227
364,-2189.2974021346354
365,-2207.0681243974363
366,-2225.1536333135837
367,-2243.2587641573796
368,-2261.8523690627785
369,-2279.608669186142
370,-2298.197886335307
371,-2317.280543191315
372,-2335.198357750128
373,-2353.877329532188
374,-2372.107711739902
375,-2390.326488657974
376,-2409.558819424655
377,-2428.9186401285683
378,-2448.0463933089222
379,-2466.9619731951857
380,-2486.655604049249
381,-2505.5722359884885
382,-2524.6515407929683
383,-2544.37420989996
384,-2564.776450377714
385,-2583.803894829435
386,-2602.7864397897
387,-2622.9005663449
388,-2643.3623948580025
389,-2663.5630538362243
390,-2683.2675870879602
391,-2704.1985256889543
392,-2723.269278036378
393,-2745.154713928835
394,-2764.8137139587016
395,-2784.6348196994295
396,-2805.1769223394917
397,-2826.175117297943
398,-2846.818688294285
399,-2867.5372156534177
400,-2888.8268369000125
401,-2910.4559848903664
402,-2931.280992519137
403,-2953.0415317928696
404,-2973.689050701221
405,-2994.4524146061426
406,-3017.407138307678
407,-3038.3940188285237
408,-3059.5889195733816
409,-3081.6006703475628
410,-3104.730064459301
411,-3126.5642851542148
412,-3147.9553057739936
413,-3171.081153071417
414,-3193.3475504928283
415,-3215.774594668741
416,-3238.797119940821
417,-3261.8113957735063
418,-3283.8823166506336
419,-3307.6159995778717
420,-3330.6113602070413
421,-3354.9239439459257
422,-3377.6834636713256
423,-3401.4533961787643
424,-3424.9077685361417
425,-3449.1026692600585
426,-3472.9289222784696
427,-3496.4612970184153
428,-3520.7225981886586
429,-3545.4099787506707
430,-3570.0900126152014
431,-3595.24278923995
432,-3619.638390413916
433,-3644.2849540551224
434,-3669.273776749864
435,-3695.0106461379996
436,-3719.314552942703
437,-3744.342430206273
438,-3770.78638699416
439,-3795.2076595414865
440,-3821.076680277548
441,-3847.696237083105
442,-3873.3599757013308
443,-3899.327371402853
444,-3926.1356206110963
445,-3952.46622117066
446,-3978.3245645200163
447,-4005.574070236616
448,-4032.9352286769745
449,-4058.1977753410456
450,-4086.1361923732766
451,-4112.934754701593
452,-4141.321729689141
453,-4169.3033615980985
454,-4195.732078807914
455,-4222.521272276647
456,-4251.9966324185225
457,-4280.037399508789
458,-4306.985822874086
459,-4335.987492269377
460,-4364.596364479534
461,-4393.107322132622
462,-4422.0575482784625
463,-4450.861610687718
464,-4479.943067567819
465,-4509.676930995287
466,-4539.299197155632
467,-4568.248116612415
468,-4597.887814715624
469,-4627.011362562095
470,-4656.732111020329
471,-4687.078718759601
472,-4716.703907422653
