t,obs_1
1,-0.28934231467940713
2,-0.016918142244514323
3,1.1930268290941553
4,0.9390769368258824
5,1.0727951194138565
6,1.0825614716590028
7,2.1927780960910304
8,1.8756511625627874
9,2.713075737248221
10,2.4590136232054065
11,3.3280518947551734
12,2.785452409772008
13,3.5075572834852884
14,3.598962148588659
15,3.6356762486278016
16,3.862832470303185
17,3.9728313996791926
18,4.176292726451007
19,4.728542240581584
20,4.538979225556761
21,4.573785971682899
22,4.733091661333373
23,4.84175219299985
24,5.361558663430456
25,5.351700740526663
26,4.796203819962992
27,5.0697303533396045
28,5.161341192028981
29,4.945824821746662
30,5.049607442605716
31,4.521553312881478
32,4.591756377091927
33,3.63425468792985
34,4.3682970600527495
35,4.352379248331989
36,3.9664534318797737
37,3.867106693451857
38,4.018401708966728
39,3.1805342940787655
40,3.236565458564577
41,3.297293478011262
42,3.4473599629697818
43,2.4038427886604414
44,1.8908522809043684
45,1.5663158167649618
46,1.4874131630477334
47,0.7921489199234042
48,0.7710645790211159
49,0.005341864683479081
50,0.4444149092893172
51,-0.32964855528038656
52,-0.6272591060881326
53,-0.871317460520084
54,-0.7325941187964161
55,-1.5343894119964214
56,-1.3032987100642581
57,-1.9183083882943208
58,-2.2489960795695203
59,-2.811426292321686
60,-2.3559606140744616
61,-3.4014373538015086
62,-3.340858564963622
63,-2.9287800497136516
64,-3.95000470567705
65,-3.761320848474079
66,-4.600869395927529
67,-4.348669915543902
68,-4.32883721418809
69,-4.291711620406061
70,-4.82330990083484
71,-4.332551338894147
72,-4.389860679956483
73,-4.606892142556438
74,-4.980598905893118
75,-4.544855949444094
76,-5.423626178691928
77,-4.794720030425366
78,-5.103807835874398
79,-5.204519095502794
80,-4.43956027484795
81,-4.367930800136808
82,-4.904682140032461
83,-4.348393719436766
84,-4.907334303062101
85,-4.246632043267415
86,-4.229885561740571
87,-3.4562783734555156
88,-3.321356092039846
89,-3.3921155204871525
90,-2.875811244292632
91,-2.936890905509468
92,-2.511380777861406
93,-2.1891236510883094
94,-2.224004473816295
95,-1.7673064901900655
96,-1.1498473550555235
97,-1.2895189167152725
98,-0.4915461450114246
99,-0.6545851879630913
100,-0.4589803208122979
101,-0.34348548538473145
102,0.44163305290451593
103,0.4023741281896297
104,1.7730066227006795
105,1.371736099197295
106,1.2596722708638697
107,1.4481747849610054
108,2.1879183819790105
109,2.791047187462942
110,3.085209330266208
111,2.992455593603441
112,2.6102549372135933
113,3.5623710368391768
114,3.757839203534746
115,3.8588370097236724
116,3.7536572097001373
117,4.684511001183331
118,4.466618081194706
119,5.028633497949519
120,4.486403780789986
121,4.990976382378506
122,4.485928376300333
123,4.918097090357884
124,5.332556993522599
125,5.3888341509227775
126,5.242117404791387
127,4.959687908888954
128,4.569928381853626
129,4.980259110417819
130,5.00049746293326
131,4.98802463165182
132,4.430782215012532
133,4.741834811588726
134,4.620965930295171
135,4.371016085307054
136,3.9681662342274566
137,3.27724196536418
138,3.3928299535095343
139,3.263317428821405
140,3.4581859652360394
141,2.734743202359807
142,2.590520743804425
143,1.8176079443023825
144,2.3514156996642965
145,1.4907415693911308
146,1.601003534510764
147,1.1296232830453494
148,0.9634543791615697
149,0.38969317606356196
150,0.5373625721592346
151,0.3466008482707787
152,-0.6985129155638021
153,-0.9362215945024284
154,-0.9214693398908865
155,-1.6096438136125124
156,-2.1025828526250145
157,-1.6983127939810407
158,-2.4526774498990935
159,-2.6002424152563517
160,-2.7415414023088553
161,-2.690347639406925
162,-2.5773187480760043
163,-3.2034977367816753
164,-3.480861488709615
165,-3.8092460307462006
166,-4.439617796076427
167,-4.190485325758824
168,-4.694726722775193
169,-4.18767471178304
170,-5.625846329360561
171,-4.494937042644897
172,-5.138481393136452
173,-5.022180779949647
174,-5.265762394100395
175,-4.975046036438627
176,-4.659048299515833
177,-5.379993554859259
178,-4.747232307612186
179,-5.133704163231712
180,-4.142958703873766
181,-4.817453463121886
182,-4.494593169117115
183,-4.39365216683517
184,-4.838473492566293
185,-4.561710669825428
186,-3.6821889380311466
187,-3.9389477255001646
188,-4.080455182837274
189,-3.3090964777276466
190,-3.528659478252113
191,-2.8495437308307188
192,-3.489092603239713
193,-2.3172138975320653
194,-1.9816408934458782
195,-1.8481825419254594
196,-1.2476961378038256
197,-1.281129904257724
198,-1.0254469191732456
199,-0.2414393256334122
200,-0.1448475725879682
201,0.7558607546923266
202,0.2923625667044019
203,0.9120129901067746
204,0.8079749929005621
205,1.3562444396778515
206,1.0652122712973582
207,1.815368537734305
208,1.9975803121128775
209,2.0628688209592654
210,2.5647225646454923
211,3.098403863601258
212,3.154501794551036
213,3.336143309141068
214,3.641214551631139
215,3.6291517980123507
216,4.011394589125853
217,4.2049672795781285
218,4.984567926300514
219,3.984907808730042
220,4.45281781596243
221,4.800246199336029
222,4.944738542718201
223,5.062504838446206
224,4.782998155552627
225,5.192095969228258
226,4.933377385339718
227,5.428509423573747
228,4.937002319478224
229,4.597890252228814
230,4.515367419544447
231,4.2544706439244475
232,5.473088042275512
233,4.035555265839773
234,3.743904061330878
235,4.154438264263208
236,4.197173881402541
237,3.449719955811958
238,3.9988840277470636
239,3.6007943629868273
240,2.9260026579538563
241,2.8897661758989384
242,2.764576151504534
243,2.1729344858542032
244,2.4227601025899714
245,1.4858038327487901
246,1.3043870536247735
247,0.9775748555644006
248,1.2695490200906074
249,0.6690521063687548
250,-0.044523585821071576
251,0.1179835546981892
252,-0.1975083355468916
253,-0.3368562884119399
254,-0.8537596297774619
255,-1.7798248743606226
256,-1.3942086789848693
257,-1.9473446642016932
258,-1.9194423554266191
259,-2.328393820596075
260,-2.6590411923917654
261,-2.5711375565601404
262,-3.4887564703805385
263,-3.3310302758727
264,-3.8463648266265373
265,-4.110761761793148
266,-4.507152221458717
267,-4.782204909376667
268,-4.669784847031235
269,-4.32981255785175
270,-4.668184371771673
271,-4.417317750804271
272,-4.756256824039751
273,-5.190362982721052
274,-4.825736900954311
275,-5.070415142506851
276,-5.089564003714474
277,-5.3974505643999295
278,-4.523668020919921
279,-5.11889785848097
280,-5.012886816128671
281,-4.954956561931395
282,-4.678730064543557
283,-4.07907077086934
284,-4.136555897797371
285,-4.496931322315826
286,-3.8634192126239126
287,-3.900147636302468
288,-3.5296578347976215
289,-3.2932478441454007
290,-3.66532446847266
291,-3.269651342347175
292,-2.1621853384651404
293,-2.38495903363303
294,-1.977843824892915
295,-2.4386076285583265
296,-1.2328603367304123
297,-1.2085751900258082
298,-0.9510701581662955
299,-0.15722736182836639
300,-0.4542984973488937
301,0.0997182853761535
302,0.7992023316407958
303,0.7700519551871556
304,1.16845136507403
305,1.8082862087014977
306,1.1545864772397356
307,1.5422302339042322
308,1.8208946238067756
309,2.6929696926896707
310,2.6547051918219613
311,2.7747563959646
312,3.116568175503667
313,3.0093358868999696
314,3.765241820513641
315,4.233202752517503
316,3.9304281451266694
317,3.8162653874149344
318,4.335990431169481
319,4.922396794578294
320,4.9828944161652355
321,5.177068399984209
322,4.808574311244462
323,4.948567778582186
324,5.144099186909987
325,4.8508805123918215
326,4.808668778398322
327,5.348639978692393
328,4.460232006880188
329,4.984970401873761
330,4.786343142299483
331,4.5902907889021725
332,4.59096636475195
333,4.398905921710201
334,4.3127651038633665
335,4.35689526435546
336,3.863593253897555
337,4.20379692170513
338,3.7527672992650127
339,3.150611660157285
340,3.570915280639848
341,2.8547626288767165
342,2.822302640008623
343,2.4439586313282686
344,1.9268086467949854
345,1.8686554689247705
346,1.4072171358179877
347,1.2754416016722783
348,1.460405590863079
349,0.6498592775661042
350,0.4299084926285018
351,-0.34360719598406075
352,-0.8737317995338453
353,-0.6070360706221762
354,-1.27725765995041
355,-1.2012718322986677
356,-1.0625383608978316
357,-1.8287397984788856
358,-1.8787758029554784
359,-2.7728860732601226
360,-2.876419543836004
361,-3.118556507171536
362,-3.2967421936518866
363,-3.2568093109517
364,-3.522783095244702
365,-3.880995084738186
366,-4.314261273654276
367,-3.929453239254203
368,-4.4841853012406405
369,-4.874893598699034
370,-5.205786702203471
371,-4.870272185320209
372,-5.011172713656343
373,-5.21435066586301
374,-5.163688389592872
375,-5.127650102205108
376,-5.160175113726659
377,-5.842002012731161
378,-4.475252900094663
379,-3.91143926903152
380,-5.415146827044804
381,-4.884474750379512
382,-4.537791793963182
383,-4.4166483150259115
384,-3.9874318566820453
385,-4.381426449366969
386,-3.5934803419813433
387,-3.720455822916046
388,-3.6701842969681637
389,-3.3520868967762496
390,-3.3426166045082546
391,-3.208351905859556
392,-2.456652101304488
393,-1.7545136783786446
394,-2.3443659689410903
395,-1.5739092911949966
396,-1.611208980811411
397,-1.1518383548305837
398,-0.8455868575833672
399,-0.5719442480918409
400,-0.1836923384114103
401,-0.476016380168135
402,0.2833837579213011
403,0.4643243917995917
404,1.3618854442015804
405,0.9313470618259739
406,1.3987680825907243
407,1.8228041831420276
408,2.4225046252008697
409,2.1441106641879424
410,2.5723005233409375
411,3.4113802084080924
412,3.070536173410171
413,3.238201296857535
414,4.1424833270889945
415,3.679497681019149
416,4.0690681367962735
417,4.528634274151364
418,4.3352531265206125
419,4.7459805215017985
420,4.728950345111082
421,4.522974363609609
422,5.196618188323331
423,5.150817376603817
424,5.51390205719089
425,5.182195877286149
426,4.945979949733248
427,4.8351800097892825
428,5.06384091684027
429,4.639413892705003
430,5.30182496774362
431,5.027238651647921
432,4.8370850979559235
433,4.510996680826069
434,4.582373382078943
435,3.7293104186708317
436,3.898622805331605
437,3.9353447125813967
438,3.8936000753874116
439,3.276862887773174
440,3.6709931248782395
441,2.5980448741418773
442,3.2454880576055234
443,2.362269923391267
444,2.9704682668428553
445,2.946383275778344
446,1.0699558535847078
447,1.2796267731376172
448,0.9314344210932085
449,1.0363805062353995
450,0.5481526458528149
451,0.3614518538132004
452,-0.07312007420011177
453,-0.43810838550429254
454,-0.9639690927912848
455,-0.41464350848823506
456,-1.587096851912285
457,-1.7200943626685024
458,-2.2621290050839367
459,-2.6898012831041327
460,-2.79705276052229
461,-2.6215292806168105
462,-3.118550301699063
463,-3.699261951338467
464,-3.302847090840886
465,-3.858253804855574
466,-3.675710343335746
467,-4.354267359867222
468,-4.4948861430666005
469,-4.373453444856886
470,-4.668044991118816
471,-4.9704243023523835
472,-4.733475164087073
473,-4.649019982951151
474,-5.068404862138598
475,-4.9826341792012485
476,-4.762902201416223
477,-4.8237474379384055
478,-4.879244124112936
479,-4.8356753437035565
480,-4.41316262764506
481,-4.496136598092563
482,-4.594759949229855
483,-4.478347451720566
484,-4.561854602597041
485,-3.8929799411929986
486,-4.320650848812414
487,-4.295278997886419
488,-3.437661635129625
489,-3.3716126782282365
490,-3.137544229527903
491,-2.735351641243146
492,-2.732347762933961
493,-2.380668361041505
494,-2.2615836626765455
495,-1.4312393376846
496,-1.3633804490521615
497,-1.259468165331278
498,-1.3724273479147442
499,-0.6480605770365392
500,-0.6517249864561778
501,0.1051502689267299
502,0.9064664062382144
503,0.8393641861491219
504,1.0018599954849217
505,1.0988070465947413
506,1.5323569845081269
507,1.863628254170778
508,2.2936339948781095
509,2.342866603975476
510,2.571109705450455
511,2.983993744029333
512,2.699411825908767
513,3.2477878513436784
514,3.9169562569506757
515,3.974610674573689
516,3.769751811579993
517,4.469703620775281
518,3.7715771760409478
519,4.035635513458274
520,4.298956240729857
521,4.834505039164074
522,4.554196090399953
523,4.761428079220867
524,4.6597111285567365
525,5.057320789648083
526,5.388620764588961
527,4.66714895072425
528,4.953533945490277
529,4.834899666551549
530,5.109627778983693
531,5.174943367977602
532,4.976922988804395
533,5.024389559925279
534,4.233594395175511
535,4.431410865575649
536,4.09569376170533
537,4.155652752012007
538,3.8302099805408845
539,2.917545313175755
540,3.164824542332954
541,3.0149672301932786
542,2.8312980051238608
543,2.9922008302444936
544,2.504977253104065
545,1.8215426162693293
546,1.3206670148349244
547,1.3082217073338478
548,1.098161196446127
549,0.6550052795123454
550,0.21752265928099984
551,0.4457032862614053
552,0.16162179136790739
553,-0.4995048737068743
554,-0.7643667943526968
555,-1.6643650351417023
556,-1.870996399394228
557,-1.4595771884625175
558,-1.805627137197963
559,-2.2946336935508156
560,-2.557137475270136
561,-3.4877606820592577
562,-3.326010734017304
563,-2.970040327389355
564,-3.532636121528801
565,-3.513759726222728
566,-4.3065642935265
567,-4.077996340273738
568,-4.340240759762612
569,-4.535596605035099
570,-4.976231500511215
571,-4.630906096109867
572,-4.772227422405849
573,-4.959570890480743
574,-5.193030755137527
575,-5.28609006665142
576,-5.748998195071154
577,-4.743626404936154
578,-4.971045932065355
579,-4.492064293383622
580,-5.678066785185508
581,-4.632159984797501
582,-4.854338686140901
583,-4.442643147550735
584,-4.040421030545589
585,-3.7938077179003757
586,-3.928133505728147
587,-3.7559874345909408
588,-3.5697957970739305
589,-3.37611247424759
590,-3.5630281642278594
591,-2.7874351721239687
592,-2.887080007326343
593,-2.1940005285707858
594,-2.0055282157872933
595,-1.974754010589674
596,-1.628406648885486
597,-0.9587658256005651
598,-0.8996656829009461
599,-0.488190791866304
600,-0.5691727358892293
601,0.32360796284630383
602,-0.0060073112181363575
603,0.02570358420625707
604,1.110338328347185
605,1.7336724031064354
606,1.3195733174629687
607,1.6922307664052318
608,2.182596605729312
609,2.8397045808299244
610,2.611229754825873
611,3.1120456156454157
612,3.324031450158381
