t,obs_1
1,3.2625034852521217
2,2.4994164417619027
3,3.252206617754324
4,3.8305645610205055
5,4.465452588385329
6,3.450976601867734
7,4.282516916591397
8,3.6980007539874635
9,4.411557449787052
10,4.5396795247830815
11,4.72574696915915
12,4.369192841863845
13,4.444147519569778
14,4.675310085496563
15,5.298376807205025
16,4.658852894458093
17,5.4727832291811245
18,5.626684945061841
19,5.3984803684358225
20,5.204405868323959
21,5.11797496440923
22,6.38136768159271
23,5.135330047413223
24,5.9028134782268005
25,5.869440710237674
26,5.641779690555446
27,6.543041545650151
28,5.831575837372237
29,5.974162633384829
30,5.440020137693553
31,5.268224395523866
32,5.2358611524366605
33,5.648758774780999
34,6.056751670944518
35,6.64380444768571
36,6.311899003629761
37,5.551792741876863
38,5.368515258166811
39,6.33523280553457
40,5.9766625266715145
41,6.232889518609077
42,6.678134302711591
43,5.637226487741139
44,5.621270092454209
45,5.841683009640579
46,5.697535358287299
47,5.270065852259899
48,5.704424825952408
49,5.129864595429472
50,5.3375037044493405
51,5.632239818562603
52,5.466674947262829
53,4.701806048229063
54,5.058823378932136
55,4.67625795096368
56,4.345943796943737
57,5.086510823366149
58,4.972551247171741
59,5.701434818169834
60,4.981885076369613
61,4.525538210666648
62,5.2189560862203415
63,5.00831575151817
64,4.634285996019461
65,4.342966491018028
66,5.021614782920187
67,4.345727049995934
68,3.8063847566871614
69,4.451714416445179
70,4.740963811002584
71,4.31502180115608
72,3.6710740289580275
73,4.011439103918382
74,3.735483192532259
75,3.700456804621909
76,3.789395945886649
77,3.4600484662148694
78,3.99483667792145
79,3.561924884854856
80,3.904412382908937
81,3.407365450706767
82,2.877897698199757
83,3.2671526937333297
84,2.9584445554599204
85,3.154768591030021
86,3.590169446462308
87,3.5972618941786925
88,3.7173348150132313
89,3.5469927703423876
90,3.1168939945742364
91,2.8490158800781904
92,2.886275655578644
93,3.8061083443183223
94,3.693040775217775
95,3.29912447693177
96,2.5434086905336897
97,3.6071265222671687
98,3.1846748437283
99,2.7804163256882877
100,3.501435199199767
101,2.954514053303428
102,3.485071528144327
103,3.3114560883558055
104,2.4449186573386994
105,3.4667698572187438
106,3.9156161196550596
107,4.24484584201789
108,3.8251619029211814
109,4.006139029904682
110,4.116744257659901
111,3.5620095082491217
112,3.327048412696126
113,3.1987436423273503
114,4.059681888123442
115,3.9594154750131425
116,4.148838941700095
117,3.917124375672932
118,3.8138902319252534
119,4.055750603318616
120,4.929938992738969
121,4.031642227884909
122,4.832175384106054
123,4.50897463432138
124,4.186200490215956
125,4.647984918099718
126,5.14212169178311
127,5.009365418653356
128,5.007369352879994
129,4.578309069945852
130,5.122796117578711
131,5.591935987329103
132,5.453873025249282
133,5.1743355358640555
134,5.529737773803263
135,5.834966101033385
136,5.945814361424604
137,5.598829117276852
138,6.132478365537792
139,6.360780672949165
140,5.909953912133476
141,6.04390018746004
142,6.36194118003642
143,6.06722887407452
144,6.266755463996203
145,6.743476407088336
146,7.00752867890786
147,6.728357593616173
148,6.750127154499974
149,6.502351713589527
150,6.941119056280019
151,6.978930261817653
152,7.408714262701984
153,6.941892489199888
154,7.366040153152011
155,7.385406705200871
156,7.754012631361192
157,7.965148727078574
158,7.081797247473183
159,7.071308352825963
160,7.097423579150237
161,7.47234750185097
162,7.605841195372382
163,7.659171696184156
164,7.618147541898488
165,7.2000239128612105
166,7.0436482572075985
167,8.01079287313432
168,7.746962421867191
169,6.89573620577596
170,7.712659465085029
171,7.810646745633783
172,6.55822932851543
173,7.420050759645023
174,7.529319052543827
175,7.761610847388981
176,7.393306744910192
177,7.056186126480783
178,7.083355525023073
179,6.5816283695703275
180,7.802733749213942
181,7.377419784518101
182,7.121886543583885
183,6.7919409236681485
184,6.9015967954219
185,6.511579233259827
186,6.3232600801158245
187,6.618497560164578
188,6.367555979970826
189,6.388628642683603
190,5.943987620310113
191,6.030276672203899
192,5.374510141525743
193,6.18996125016606
194,4.967053300421202
195,5.717913406845004
196,5.249367171987835
197,5.535048206204007
198,5.703980678378114
199,4.813108467364581
200,5.0070972124092314
201,4.360759472384169
202,5.181472431717495
203,4.098366135853034
204,3.8081942170623204
205,3.786377253206755
206,4.356043874156991
207,3.6515174393606076
208,2.950867771903507
209,2.646702902173222
210,2.768675117530042
211,2.3225278123708435
212,2.713031685179153
213,2.4781823686621807
214,1.7622988795950476
215,1.9124196235496052
216,1.3841838057921754
217,1.4346984490860843
218,1.821688565734851
219,0.5570609526693315
220,1.033963239804625
221,0.9191503168201817
222,0.6550329974010233
223,0.45745568782711415
224,0.4368639694622742
225,-0.17143711780031717
226,0.009786671984378104
227,-0.9150903891819404
228,0.02657501024269482
229,-0.6395217923110771
230,-0.6891232826280478
231,-1.7825702560389358
232,-1.4833904464494116
233,-1.7487429983042597
234,-1.9379811798737057
235,-2.325152923857157
236,-3.208834739329263
237,-2.3831644710796307
238,-2.755791694583431
239,-2.735240460215287
240,-2.7202133050931248
241,-3.3242294487496387
242,-3.791096373460131
243,-3.652035380974116
244,-3.2841743823768867
245,-4.137867352726672
246,-4.268944279152788
247,-3.986574727832826
248,-4.080069565184221
249,-4.609020220542744
250,-4.112628862481088
251,-5.1176391921943045
