t,obs_1
1,0.3057662460415204
2,0.8504342807956606
3,0.6736951594766811
4,1.0450747409110912
5,1.5483881467658311
6,1.573250386747587
7,1.2537589245597642
8,3.037202884802853
9,2.2211172178058183
10,2.739068156305959
11,2.662041842180946
12,3.2984498570322627
13,3.5352718742918015
14,3.3978273011009206
15,4.005028506299108
16,3.7621794444508887
17,4.091903797639803
18,4.406979729560475
19,4.517913127212529
20,4.910122900165952
21,4.76233922116944
22,4.706522623669211
23,5.1130953929452065
24,4.405979812740087
25,5.023176153954692
26,4.541027523433577
27,4.398301369821859
28,5.14401537273312
29,4.76041503909682
30,4.5067348093447395
31,5.0126190981544365
32,5.028037194912029
33,4.6550554054979845
34,4.667479819809114
35,4.248786873169524
36,4.495460781499333
37,4.290374752825259
38,3.6968092359463913
39,2.981261730082345
40,2.9226371783223377
41,3.126089353467646
42,2.4087269876304305
43,2.0845561256247302
44,1.954033839957266
45,2.5123622794653078
46,1.5101301488393224
47,1.3079656953476766
48,0.3391396163287864
49,0.621694345715738
50,0.2600504529365734
51,0.09335113319175269
52,-0.19380217446666875
53,-0.7725195282326852
54,-1.504405584741406
55,-0.9859590976411049
56,-1.6184266590162812
57,-1.8893576313421563
58,-2.3175683221999206
59,-2.669937856991421
60,-2.640966991901781
61,-2.976224983618797
62,-3.2418402689884287
63,-3.311893738450083
64,-4.153048865069955
65,-3.890536853912156
66,-4.180504220101704
67,-3.9449936279897697
68,-4.596133461989627
69,-4.187470269538553
70,-4.505472434901027
71,-4.8047697664620825
72,-5.458837636796396
73,-5.412063533947365
74,-4.783516434436443
75,-4.764369814448055
76,-5.111460823932586
77,-5.459107918544913
78,-4.850823367104924
79,-5.256594754670961
80,-5.043446553923203
81,-4.500096122395956
82,-4.9208833996652315
83,-4.252173450122805
84,-4.693918409033046
85,-4.092508854500286
86,-4.019280162316675
87,-4.03818283457811
88,-3.513826452318553
89,-3.8128627536409887
90,-2.881793041059163
91,-3.076544131886831
92,-2.667056212288245
93,-2.861565440984605
94,-2.322766111854415
95,-2.2712208100292974
96,-1.033017193004937
97,-1.083145124860303
98,-0.9403377338715591
99,-0.8203928715586492
100,-0.06972008015433398
101,-0.5126648101688006
102,0.24828671580095102
103,0.3293014677181187
104,0.9573439303642565
105,0.9497858731289424
106,1.5660841701693031
107,1.6167219767643266
108,2.2015913112354197
109,2.298126190866392
110,2.0488618181973886
111,3.341595240736933
112,3.554775275280881
113,3.6990969760465537
114,3.7329763442154387
115,3.619637001341226
116,3.8792342866153975
117,4.535689039340589
118,4.456417945955081
119,4.556267939702947
120,5.1404526591838815
121,4.88514924072732
122,4.6405536969945125
123,4.470300589801823
124,5.640596470524843
125,5.2653416970428095
126,5.303247211256519
127,5.418506301875681
128,4.784263474606279
129,4.231833766479908
130,4.8892331913599145
131,4.540842899608139
132,4.4466928049461725
133,4.561959495827849
134,4.3449187743886775
135,4.242640596630256
136,4.106302036318774
137,4.07710506043734
138,3.916061665904457
139,3.688764866211726
140,3.7242738412379706
141,2.460667543152839
142,2.841319470918065
143,3.1649134074398
144,2.222793951646922
145,2.0048413714872875
146,1.6387941056925843
147,1.6138129598353608
148,0.992818214751589
149,0.4406564249730024
150,0.3138124722888607
151,0.1820626532720668
152,-0.5991900329979196
153,-1.082342180066006
154,-1.1308890432295176
155,-1.5819139461508955
156,-0.7398748022068723
157,-1.8777363570027803
158,-1.928378603832629
159,-2.4034475193866784
160,-2.4980566229712116
161,-2.7672882511100623
162,-2.6253263657376342
163,-3.2953197116269384
164,-4.096645142825568
165,-3.920298779474995
166,-3.930230954602417
167,-4.491869877596877
168,-4.790853546667732
169,-4.8631279667791825
170,-5.1159520484875225
171,-4.83745598760244
172,-4.759976297516766
