iteration,free_energy
1,11622.006663941182
2,11622.006663941182
3,11622.006663941182
4,11622.006663941182
5,11622.006663941182
6,11622.006663941182
7,11622.006663941182
8,11622.006663941182
9,11622.006663941182
10,11622.006663941182
11,11622.006663941182
12,11622.006663941182
13,11622.006663941182
14,11622.006663941182
15,11622.006663941182
16,11622.006663941182
17,11622.006663941182
18,11622.006663941182
19,11622.006663941182
20,11622.006663941182
21,11622.006663941182
22,11622.006663941182
23,11622.006663941182
24,11622.006663941182
25,11622.006663941182
26,11622.006663941182
27,11622.006663941182
28,11622.006663941182
29,11622.006663941182
30,11622.006663941182
31,11622.006663941182
32,11622.006663941182
33,11622.006663941182
34,11622.006663941182
35,11622.006663941182
36,11622.006663941182
37,11622.006663941182
38,11622.006663941182
39,11622.006663941182
40,11622.006663941182
41,11622.006663941182
42,11622.006663941182
43,11622.006663941182
44,11622.006663941182
45,11622.006663941182
46,11622.006663941182
47,11622.006663941182
48,11622.006663941182
49,11622.006663941182
50,11622.006663941182
51,11622.006663941182
52,11622.006663941182
53,11622.006663941182
54,11622.006663941182
55,11622.006663941182
56,11622.006663941182
57,11622.006663941182
58,11622.006663941182
59,11622.006663941182
60,11622.006663941182
61,11622.006663941182
62,11622.006663941182
63,11622.006663941182
64,11622.006663941182
65,11622.006663941182
66,11622.006663941182
67,11622.006663941182
68,11622.006663941182
69,11622.006663941182
70,11622.006663941182
71,11622.006663941182
72,11622.006663941182
73,11622.006663941182
74,11622.006663941182
75,11622.006663941182
76,11622.006663941182
77,11622.006663941182
78,11622.006663941182
79,11622.006663941182
80,11622.006663941182
81,11622.006663941182
82,11622.006663941182
83,11622.006663941182
84,11622.006663941182
85,11622.006663941182
86,11622.006663941182
87,11622.006663941182
88,11622.006663941182
89,11622.006663941182
90,11622.006663941182
91,11622.006663941182
92,11622.006663941182
93,11622.006663941182
94,11622.006663941182
95,11622.006663941182
96,11622.006663941182
97,11622.006663941182
98,11622.006663941182
99,11622.006663941182
100,11622.006663941182
